,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text
13191,neutral,0.6431,None,0.0,American,politicalpizza,0,americanair need help reservation follow dm detail thanks
13192,negative,1.0,Can't Tell,0.3641,American,slippysam,0,americanair need look handling flight 106 104 company size protocol place help
13193,negative,1.0,Customer Service Issue,0.6736,American,J0eSmith,0,americanair literally stopped allowing people wait line customer service incredible worst customer service
13194,negative,1.0,Late Flight,1.0,American,ricmarias,0,americanair weve 15 official complaint signed americanairlines lima supervisor customer relation pls compensate 4 10hour delay
13195,negative,1.0,Flight Booking Problems,0.6628,American,MikeBarr63,0,americanair need rebook get agent help
13196,negative,1.0,Flight Attendant Complaints,1.0,American,slippysam,0,americanair back uk thanks staff wouldnt passenger stranded laughed u
13197,negative,0.6397,Can't Tell,0.3567,American,sindhurella67,0,americanair followed tried usairways record locator number gave error code
13198,negative,1.0,Customer Service Issue,0.6687,American,RPA_CRE,0,americanair well wont let handle reservationchange online amp reservation call hang wtf bullshit
13199,positive,0.6594,None,0.0,American,twizda,0,americanair yay thanks appreciate help know nut right cold ice
13200,negative,1.0,Customer Service Issue,1.0,American,AMHerbs,0,americanair received email requesting call re keep getting kicked phone system help
13201,neutral,1.0,None,0.0,American,luzer,0,americanair need help changing flight please dm
13202,negative,1.0,Cancelled Flight,0.6212,American,soundsofsatori,0,americanair flight cancelled flightled trying reschedule 800 number say call back
13203,neutral,1.0,None,0.0,American,DJoyles,0,americanair u air point combined
13204,negative,1.0,Can't Tell,1.0,American,_mhertz,0,americanair feel free email mikehertz7gmailcom dont worry going anywhere damn tarmac bit
13205,neutral,0.6732,None,0.0,American,_mhertz,0,americanair research buddy read previous tweet get context
13206,negative,0.6938,Customer Service Issue,0.6938,American,urduckcommander,0,americanair said thing phrased differently actual help
13207,negative,1.0,Bad Flight,0.3658,American,_mhertz,0,americanair plane toilet wasnt working needed gas flight 1081 leaving dulles going lax
13208,negative,1.0,Flight Booking Problems,0.3659,American,_mhertz,0,americanair youre finding bc united rebooked u airline realized couldnt get u home ord
13209,neutral,1.0,None,0.0,American,DL_Dub,0,americanair 2513 1555 time cancelled flightled
13210,positive,0.6789,None,0.0,American,maggiecoliver,0,americanair thank
13211,negative,0.6751,Late Flight,0.6751,American,AGHJustin,0,americanair boarded flight 2334 830am 1140 still sitting runway lot fun
13212,negative,1.0,Flight Booking Problems,0.3405,American,Sean_Hirschhorn,0,americanair funny say monitoring since january 1st change availability fakeawards luvisbetter
13213,neutral,1.0,None,0.0,American,Gauyo,0,americanair done
13214,neutral,1.0,None,0.0,American,norwaywithlove,0,americanair would possible change flight website many thanks
13215,negative,1.0,Cancelled Flight,1.0,American,KatieBLang,0,americanair flight home cancelled flightled today way get another flight nyc texas 4 hour wait call back airline
13216,negative,1.0,Customer Service Issue,0.7201,American,ipodipoor,0,americanair justynmoro totally agree get automatic phone attendent go hang lousy service
13217,neutral,0.662,None,0.0,American,softwaredoug,0,americanair receipt doesnt show evoucher value mention used evoucher
13218,negative,1.0,Customer Service Issue,0.6864,American,ipodipoor,0,americanair ive trying call reservation desk past 12 hour cant get expected
13219,negative,1.0,Customer Service Issue,1.0,American,JustineTomkins,0,americanair customer service terriblebeen waiting 6 week reply email helpful keep brushing problem
13220,negative,1.0,Customer Service Issue,0.65,American,charliebrand,0,americanair taken care already ive come expect level horrible service time time
13221,negative,1.0,Customer Service Issue,1.0,American,JaJillian,0,americanair given callback option service turned
13222,negative,0.6752,Cancelled Flight,0.6752,American,lalonajera7,0,americanair flying today mty mex 930am still appear cancelled flight talk another flight
13223,negative,0.6914,Customer Service Issue,0.6914,American,BethMyn,0,americanair didnt call try youll understand possible reach agenti dont know else
13224,negative,1.0,Flight Booking Problems,0.3699,American,MackShultz,0,americanair ok probably cancelled flight flight take refund get home another way wednesday wont work u
13225,neutral,1.0,None,0.0,American,sfty1intx,0,americanair thats hoping
13226,negative,1.0,Customer Service Issue,1.0,American,pornobobbie,0,americanair also wait 2 hour speak someone phone cant wait 2 hour
13227,negative,0.6878,longlines,0.3444,American,rockyparr,0,americanair make 7hours
13228,positive,1.0,None,0.0,American,elisakathleen,0,americanair despite chaos im still grateful flight home
13229,negative,1.0,Customer Service Issue,0.6822,American,pornobobbie,0,americanair supposed cancelled flight cant online dont want lose fund ticket help
13230,negative,1.0,Customer Service Issue,1.0,American,rockyparr,0,americanair poor customer service unacceptable also bout surfer front website noloveforsurfers pretend
13231,negative,1.0,Customer Service Issue,1.0,American,pornobobbie,0,americanair need help im trying cancelled flight flight take cant get hold anyone line busy
13232,positive,0.6721,None,0.0,American,hautetravelgirl,0,americanair always nice coming home wish youd fly laxmad keep away iberia goingforgreat
13233,negative,1.0,Customer Service Issue,1.0,American,1JENSABA,0,americanair trying cancelled flight fligt 2321 ohare dallas 1217pm high call volume one answer online confirmation thanku
13234,negative,1.0,Customer Service Issue,0.6424,American,waynebevan,0,americanair given choice rep meelan uk aa contact center escalate flight supervisor book change
13235,negative,1.0,Cancelled Flight,0.7019,American,cumulusmind,0,americanair retrain customer service first make proper adjustment cancelled flightling flight mistake
13236,negative,1.0,Customer Service Issue,0.6825,American,kslaven,0,americanair wish better mobile app look app united much seemless check
13237,negative,1.0,Late Flight,1.0,American,rockyparr,0,americanair delayed flight six hour missed international connection extra night hotel still pay 15lb surfboardbag
13238,neutral,1.0,None,0.0,American,StarkJedi,0,americanair dmed name
13239,negative,1.0,Cancelled Flight,1.0,American,AGHJustin,0,americanair voucher 4 cancelled flighted flight due 2 weather today issue broken tire voucher cause tire broken weather nomoaa
13240,negative,1.0,Cancelled Flight,1.0,American,jocelyalatorre,0,americanair worst airline cancelled flight flight dont even let u know even though traveling child
13241,negative,1.0,Late Flight,0.6572,American,StaceyEWard,0,americanair long mait repair wait gate capt said paperwork formality forced check bag rudelyreturning cc reader doesnt work
13242,negative,1.0,longlines,1.0,American,jongann,0,americanair one hour check 45 minute long mia fail
13243,negative,1.0,Customer Service Issue,1.0,American,J0eSmith,0,americanair thx showing twitter appreciates employee sure another airline would like 1300 nohotel
13244,positive,1.0,None,0.0,American,MeeestarCoke,0,americanair thanks response better nothing ahem usairways
13245,negative,1.0,Customer Service Issue,1.0,American,MusseZam,0,americanair cant get customer rep help option got
13246,positive,1.0,None,0.0,American,KaraAtDell,0,americanair snack left purpose team helpful morning desk phone
13247,neutral,1.0,None,0.0,American,yourlocalnyer,0,americanair flight 353
13248,negative,1.0,Flight Attendant Complaints,0.3855,American,nic_tudobem,0,americanair could even see tried make transaction wouldnt offer price id tried purchase
13249,negative,0.6606,Customer Service Issue,0.6606,American,MeeestarCoke,0,americanair usairways maam complaint visit customer service desk see line 45 people deep
13250,negative,1.0,Customer Service Issue,0.6505,American,_mhertz,0,americanair united well time arent damn thing im guy winter hat frowny face
13251,negative,1.0,Customer Service Issue,1.0,American,Bank1960,0,americanair much status ep 15 million mile revenue first class ticket im sitting coach thanks rude c staff
13252,negative,1.0,Customer Service Issue,1.0,American,_mhertz,0,americanair united deplaned ohare gate k13 dont send customer service rep discus situation god know
13253,negative,0.6488,Customer Service Issue,0.3346,American,MackShultz,0,americanair dmd anything
13254,negative,1.0,Customer Service Issue,0.6668,American,nic_tudobem,0,americanair time 2 hr passed got call back ticket wasnt fault yet pay extra
13255,negative,0.6694,Flight Attendant Complaints,0.3451,American,nataliadarling,0,americanair got ta say yall amp staff real httptcorkprxtgvfl
13256,negative,1.0,Customer Service Issue,0.6592,American,nic_tudobem,0,americanair wouldnt let complete transaction one way barbados nyc
13257,negative,1.0,Cancelled Flight,1.0,American,entouchscreen,0,americanair brother flight dfw cancelled flightled yesterday flying ont dfw today
13258,negative,1.0,Customer Service Issue,1.0,American,Alfgeiger,0,americanair customer service today unsat flight cnx notified called 6 hour phone line even let hold
13259,negative,0.6864,Can't Tell,0.3523,American,ezemanalyst,0,americanair refund
13260,negative,1.0,Customer Service Issue,1.0,American,Shay_Dine,0,americanair im still patiently waiting response complaint email fri normal response time
13261,negative,1.0,Customer Service Issue,1.0,American,JaJillian,0,americanair flight im trying change 4 hour ive trying reach agent 72 unbelievable
13262,negative,1.0,Lost Luggage,0.7201,American,schwartz2max,0,americanair ok noone help bag lost honeymoon 3months ago responsible professional
13263,negative,1.0,Customer Service Issue,1.0,American,carlw1980,0,americanair sjcgtlax fourth time gave
13264,negative,1.0,Cancelled Flight,1.0,American,m_huxhold,0,americanair flight san angelo via dallas orlando cancelled flighted help hold disconnect
13265,negative,1.0,Customer Service Issue,0.66,American,youmaythinkso,0,americanair lucymay surely much better let u share feedback unless something hide
13266,negative,1.0,Flight Attendant Complaints,0.3547,American,slippysam,0,americanair staff jfk airport discussing way left stranded
13267,negative,0.7123,Flight Booking Problems,0.7123,American,milz02315,0,americanair add ktn existing reservation letting add online
13268,negative,1.0,Customer Service Issue,1.0,American,tranpham18,0,americanair still response aa great job guy
13269,neutral,0.7282,None,0.0,American,iSmellNothing,0,americanair need help cancelled flighting upcoming flight made aadvantage mile record locator hfjkto someone please assist
13270,negative,1.0,Bad Flight,0.6737,American,gingermc23,0,americanair confused definition preferred seat paid extra one got regular seat legroom unimpressed
13271,neutral,0.6671,None,0.0,American,miajain,0,americanair lost black wallet dallasairporti flight 2208 clewould appreciate ur help last used starbucks a20
13272,neutral,0.6337,None,0.0,American,brandycolbert,0,americanair thank ill cancelled flighting return flight ive already rebooked another airline get home today
13273,neutral,1.0,None,0.0,American,ephilp,0,americanair fl 249 dfw leaving newark time going nashville first get stuck nashville
13274,negative,0.6782,Flight Booking Problems,0.3493,American,twizda,0,americanair howdy trouble getting rebooked flight cancelled flightled cant get thru via phone web erroring help
13275,negative,1.0,Customer Service Issue,1.0,American,_mhertz,0,americanair oh yea thats cmon buddy bring special friend united conversation seem nothing
13276,negative,1.0,Cancelled Flight,0.6972,American,jongann,0,americanair 2 agent domestic check mia wtf huge line many people cancelled flightled flight
13277,negative,1.0,Late Flight,0.6795,American,urduckcommander,0,americanair told 20minute wait time waiting hour hour gone ridiculous
13278,negative,0.6707,Can't Tell,0.6707,American,RiseChino,0,americanair dmed
13279,negative,0.7063,Customer Service Issue,0.3666,American,takingthekids,0,americanair dont see response
13280,positive,1.0,None,0.0,American,elisakathleen,0,americanair got ta love skycap solving problem faster anyone else terminal smile face
13281,negative,1.0,Lost Luggage,1.0,American,charliebrand,0,americanair guy need educate employee pink tag stop losing guitar 10 thousandth time
13282,negative,1.0,Cancelled Flight,0.6343,American,slaydonstravel,0,americanair pretty frustrating cant even stay hold get help flight cancelled flightation
13283,negative,1.0,Can't Tell,1.0,American,_mhertz,0,americanair united youre equally terrible im going fight get complete satisfaction mistreated
13284,negative,0.6753,Can't Tell,0.6753,American,_mhertz,0,americanair united wrote back saying challenging weekthats sure shit
13285,negative,1.0,Customer Service Issue,0.6532,American,_mhertz,0,americanair united contact something alleviate terrible terrible service 22 year old social medium guru
13286,negative,1.0,Customer Service Issue,0.3605,American,_mhertz,0,americanair united week going make anything put ease asking fix thing
13287,negative,1.0,Bad Flight,0.6801,American,weezerandburnie,0,americanair cnnbrk didnt address assult drink spilled drunk passenger wheelchair get plane
13288,negative,1.0,Customer Service Issue,0.6379,American,_mhertz,0,americanair united complete lack faith company really shame think telling challenging
13289,negative,1.0,Lost Luggage,0.6471,American,TravelingProf,0,americanair priority baggage evidently mean come last
13290,negative,1.0,Can't Tell,0.6666,American,_mhertz,0,americanair united getting u need acceptable mention cancelled flighting meetingsinterviews client
13291,negative,1.0,Late Flight,0.7083,American,_mhertz,0,americanair airline united ive spent three extra day traveling domestic spent hundred dollar
13292,negative,1.0,Cancelled Flight,0.6703,American,crazydavy12,0,americanair worst flight customer service second time ive cancelled flighted got ta pay hotel find ride
13293,negative,1.0,Bad Flight,0.7127,American,_mhertz,0,americanair flight dc la mention fix circuit breaker bathroom plane old
13294,negative,1.0,Late Flight,1.0,American,_mhertz,0,americanair incredibly arrogant thing say sit ohare waiting incompetent airline refuel
13295,neutral,0.6979,None,0.0,American,Sean_Hirschhorn,0,americanair june 1 thru december 31 busfirst milesaaver award available cun nyc explain whyfly
13296,negative,1.0,Flight Attendant Complaints,1.0,American,weezerandburnie,0,americanair cnnbrk tried anything said would talk stewardess serving drunk drink help
13297,negative,1.0,Customer Service Issue,0.6604,American,danjambrands,0,americanair please improve business extra flight reservation process cant book online century 25 min hold
13298,negative,1.0,Customer Service Issue,0.6412,American,phesic86,0,americanair tried already waiting list call back 2hourwaitsucks
13299,negative,1.0,longlines,0.3512,American,elisakathleen,0,americanair stressful morning still pay check bag lax madhouse lot angry customer yikes
13300,neutral,1.0,None,0.0,American,peterfransson,0,americanair 1500 character respond via formal letter trust plenty say
13301,negative,1.0,Late Flight,0.3667,American,ikeNball,0,americanair best never fly w americanairlines ever yall made day remember
13302,negative,1.0,Customer Service Issue,0.6753,American,elisakathleen,0,americanair 4 phone call 2 hr sent back amp forth two line terminal skycap find solution
13303,negative,1.0,Cancelled Flight,1.0,American,janetmcq,0,americanair thanks responsetough night involved flight got cancelled flightled started taxiing runway
13304,negative,1.0,Cancelled Flight,0.6659999999999999,American,takingthekids,0,americanair response flight montrose cancelled flightled
13305,positive,1.0,None,0.0,American,1JENSABA,0,americanair thank responding rather quickly btw
13306,neutral,0.6958,None,0.0,American,elisakathleen,0,americanair saga continues
13307,negative,1.0,Customer Service Issue,0.6782,American,elisakathleen,0,americanair thanks dm rescheduling unfortunately operation process lax chaos amp rep refused print ticket
13308,positive,0.6787,None,0.0,American,dkar84,0,americanair ok thank
13309,neutral,1.0,None,0.0,American,_dashingxmizfit,0,americanair could guy follow dm yall please
13310,negative,0.6448,Cancelled Flight,0.6448,American,1JENSABA,0,americanair cancelled flighting flight today weather dallas without charged
13311,negative,1.0,Customer Service Issue,0.6513,American,natemup,0,americanair told got put another flight would get email still havent gotten one yet
13312,negative,1.0,Customer Service Issue,1.0,American,BethMyn,0,americanair please try call 18004337300 see happens youll understand allrepresentativesbusy nooption
13313,positive,1.0,None,0.0,American,heatherjpitcher,0,americanair thank cc packermama1
13314,negative,1.0,Customer Service Issue,0.6411,American,sindhurella67,0,americanair tried check redirect call usairways also cant get contact
13315,negative,1.0,Late Flight,1.0,American,SarahNThuo,0,americanair flight delayed 3 time today due flight officer 4333 pit ord 5 hour delay date bademployeeproblem
13316,negative,1.0,Customer Service Issue,1.0,American,natalieabila,0,americanair pt 2 aa reservation phone number le helpful telling change thing online cant
13317,negative,1.0,Customer Service Issue,1.0,American,FooyaBabs,0,americanair yes much help guy
13318,positive,0.6753,None,0.0,American,merrymoch513,0,americanair thank cancelled flighting flight putting husband life danger driving weather safetyfirst
13319,negative,0.6592,Customer Service Issue,0.6592,American,natalieabila,0,americanair travel advisory toronto today cant access anything regarding international travel website
13320,negative,1.0,Customer Service Issue,1.0,American,RachelMader2,0,americanair understand 14 hour late flightr still havent heard word plan week zero information
13321,neutral,0.6633,None,0.0,American,EricDoSomeGood,0,americanair two non rev right
13322,neutral,1.0,None,0.0,American,diegolrz,0,americanair check dm please
13323,positive,0.6942,None,0.0,American,Kaha58,0,americanair finally called cant get met seattle refund processed thanks
13324,negative,1.0,Customer Service Issue,1.0,American,BethMyn,0,americanair reservation hold wish hold thats possible phone issue americanair
13325,negative,0.6325,Flight Booking Problems,0.3405,American,jweslo,0,americanair app doesnt allow canadian address used mobile canadian site let select passenger
13326,negative,1.0,Customer Service Issue,1.0,American,BethMyn,0,americanair phone issue please fix
13327,negative,1.0,Customer Service Issue,1.0,American,BethMyn,0,americanair cant one cant get hold cant get past automated reply hang frustrated
13328,negative,1.0,Can't Tell,0.6482,American,reallygilly3,0,americanair trying get home beyond complicated hard student split fly aa ever
13329,negative,0.6608,Customer Service Issue,0.3469,American,hill_tony,0,americanair website havent able check flight morning
13330,neutral,1.0,None,0.0,American,melisaray,0,americanair tell flight 1542 dfw phl cancelled flightled tomorrow
13331,neutral,0.6385,None,0.0,American,yourlocalnyer,0,americanair looking going able get time flight353
13332,negative,1.0,Cancelled Flight,1.0,American,JillNeeley3,0,americanair boyfriend supposed home saturday flight dc cancelled flightled yet please get home
13333,negative,1.0,Cancelled Flight,1.0,American,MO3TVida,0,americanair tried amp disrespectful professional amp 2nd flight cancelled flighted get home surgeryhelp
13334,negative,1.0,Customer Service Issue,1.0,American,Rizzilient,0,americanair answer phone trying change reservation havent able get human pick two day
13335,negative,1.0,Customer Service Issue,1.0,American,whyemes,0,americanair couldnt add ktn asked numerous time one answer phone missed flightupset
13336,negative,1.0,Customer Service Issue,0.6685,American,TheRealChrisCin,0,americanair flight us1562 ric2dfw cancelled flightled yesterday amp hold w cust service 610pm est4 hour answer
13337,negative,0.6933,Cancelled Flight,0.6933,American,StarkJedi,0,americanair got phone w rep flight disappeared locator irrlcd said rescheduled help please
13338,negative,1.0,Customer Service Issue,1.0,American,cumulusmind,0,americanair unamerican airline lie poor customer service
13339,neutral,0.3528,None,0.0,American,Brittany1golf,0,americanair thank
13340,negative,1.0,Lost Luggage,0.6668,American,Brittany1golf,0,americanair cathaypacific cathaypacificus cant even tell country
13341,neutral,0.6906,None,0.0,American,Bossman1908,0,americanair sent dm please help
13342,positive,1.0,None,0.0,American,LCarrano18,0,americanair awesome flight morning aa3230 awesome crew even landed early
13343,negative,1.0,longlines,0.6883,American,chermc56,0,americanair yes sayin particularly poorly handled situation
13344,negative,1.0,Flight Booking Problems,1.0,American,nic_tudobem,0,americanair pay extra co flight longer available wouldnt accept u card 1 way nyc
13345,negative,1.0,Can't Tell,0.6556,American,61jr,0,americanair airsouthwest flight chicago buffalo hour flight care safety
13346,negative,0.6966,Can't Tell,0.3614,American,ponchodeanda,0,americanair
13347,negative,0.6847,Customer Service Issue,0.6847,American,hellodukesy,0,americanair could voided ticket since gt 24hrs since flight booking problem going waive fee still cant get
13348,negative,1.0,Can't Tell,0.6887,American,61jr,0,americanair mean flight going buffalo location dont care safety
13349,negative,1.0,longlines,0.6646,American,nataliadarling,0,americanair ive line half hour trying see representative might even miss next flight unacceptable
13350,negative,1.0,Customer Service Issue,0.6905,American,bombadiltiff,0,americanair trying speak agent 24hrs cancelled flightled flight rep always busy get ahold
13351,neutral,1.0,None,0.0,American,JatinPonia,0,americanair please follow
13352,neutral,1.0,None,0.0,American,RMauldin,0,americanair way could look option today
13353,negative,1.0,Can't Tell,1.0,American,_mhertz,0,americanair youre almost bad united
13354,negative,1.0,Customer Service Issue,0.6659,American,MeeestarCoke,0,americanair usairways use app say httptcowny9tzsr8n
13355,negative,1.0,Late Flight,0.3703,American,takingthekids,0,americanair two hour wait
13356,negative,1.0,Customer Service Issue,1.0,American,takingthekids,0,americanair cant get thru anyone phone
13357,negative,0.6275,Cancelled Flight,0.3166,American,nekMom,0,americanair anticipate decision cancelled flightlations dfw tomorrow morning need rearrange hotel reservation etc asap
13358,neutral,0.6475,None,0.0,American,RMauldin,0,americanair saw finally come mobile app however tomorrow meeting tonight im trying make
13359,negative,1.0,Customer Service Issue,1.0,American,gdelgadillo,0,americanair ive calling 1800 morning change name upcoming trip able get please advise
13360,negative,0.6678,Can't Tell,0.6678,American,MeeestarCoke,0,americanair usairways take med make severely dehydrated sigh
13361,negative,1.0,Can't Tell,0.7094,American,DWK0825,0,americanair dm email address tell ordeal tell think fair
13362,negative,1.0,Customer Service Issue,1.0,American,MeeestarCoke,0,americanair set notification aa amp u airway still nothing
13363,negative,1.0,Customer Service Issue,1.0,American,1JENSABA,0,americanair get travel question answered quickly online calling helping busy day
13364,negative,1.0,Flight Attendant Complaints,1.0,American,MeeestarCoke,0,americanair upon entering plane 2 usairways stewardess water dont please take seat
13365,negative,1.0,Customer Service Issue,1.0,American,natemup,0,americanair website wont let view reservation due change made outside httptconwf2fka8fy im hold get help
13366,neutral,1.0,None,0.0,American,dkar84,0,americanair meant use 50k bonus sign mileage alaska flight american
13367,negative,1.0,Late Flight,0.6787,American,MeeestarCoke,0,americanair usairways outbound flight 2 hour delay bc air traffic amp 2 gate change dividend mile member get email text update
13368,negative,1.0,Cancelled Flight,1.0,American,takingthekids,0,americanair record locator oaaret got email couldnt rebooked got notification flight cancelled flightled
13369,neutral,0.6663,None,0.0,American,BF_StarNews,0,americanair please confirm 2917 ciddfw 1130 departure beis cancelled flighted dont want make hour drive
13370,positive,1.0,None,0.0,American,bobd60067,0,americanair huge thanks fixing flight appreciate customer service could get seat assigned next wife
13371,neutral,0.6459,None,0.0,American,takingthekids,0,americanair oaaret flight cancelled flightled
13372,negative,0.6686,Flight Booking Problems,0.3367,American,FooyaBabs,0,americanair friend legally required chaperone school trip
13373,negative,1.0,Cancelled Flight,1.0,American,takingthekids,0,americanair rldelahunty record loaaret got email couldnt get rescheduled another flight dont know flight cancelled flightled
13374,negative,1.0,Customer Service Issue,0.6611,American,BethMyn,0,americanair technical problem frustrated answerthephone re hold cant get thru use credit pay
13375,neutral,1.0,None,0.0,American,ralphmarple,0,americanair good morning please let know able get luggage tag tx
13376,negative,1.0,Cancelled Flight,1.0,American,EricDoSomeGood,0,americanair cancelled flighted flight im rerouted 12 hr travel bump paying customer non rev custserv
13377,negative,1.0,Customer Service Issue,1.0,American,blogblogblog,0,americanair hold againestimated 2 hr hold
13378,negative,0.6711,Flight Attendant Complaints,0.3479,American,weezerandburnie,0,americanair sent letter said would talk stewardess serving drunk drink help
13379,negative,1.0,Customer Service Issue,0.6593,American,AlessandroDToro,0,americanair supervisor mrobinson served lot attitude cancelled flighted flight spite put back crazybitch
13380,negative,1.0,Can't Tell,0.6409,American,EricDoSomeGood,0,americanair gate c11 gate agent turning paying customer away favor non rev
13381,negative,0.6528,Customer Service Issue,0.3611,American,BF_StarNews,0,americanair one 1130am app still show time
13382,negative,1.0,Customer Service Issue,0.6576,American,lanewood,0,americanair andyellwood delk lol sure id wake response halfthought auto tweet hope made
13383,negative,1.0,Late Flight,1.0,American,a_panfalone,0,americanair aa2334 second week row delayed due mechanical issue sleet outside yet stuck changing tire
13384,positive,1.0,None,0.0,American,sfty1intx,0,americanair thanks hoping wed get back dfw
13385,neutral,1.0,None,0.0,American,mdf2377,0,americanair delta virginatlantic need vacation ice httptco45ktssk18j
13386,negative,1.0,Customer Service Issue,0.7091,American,ErinTN,0,americanair keep trying call change reservation keep hanging
13387,positive,0.6858,None,0.0,American,SeguineJ,0,americanair appreciate reply though
13388,positive,0.7029,None,0.0,American,Daphnewayans,0,americanair although 6 hour delay every single staff member ticket desk admiral club sweet pie
13389,neutral,0.7124,None,0.0,American,TejasGooner,0,americanair runway dfw flying late flightr today thanks
13390,negative,0.3684,Cancelled Flight,0.3684,American,YA253Frohmz,1,americanair bring fianc meerikangas back
13391,negative,1.0,Cancelled Flight,0.3605,American,HaileyUrban,0,americanair hahahaha crazy well here another night airport
13392,positive,0.7127,None,0.0,American,chiyankfred,0,americanair kudos ticket agent 2224 making passenger check bag big fit overhead
13393,negative,0.6792,Cancelled Flight,0.3656,American,chrisjennison,0,americanair youre sorry enough compensate either extended time cost difference alternate direct flight right
13394,negative,1.0,Customer Service Issue,1.0,American,harshdouble,0,americanair hoagy10 stop cutting pasting apology get additional phone rep job
13395,negative,1.0,Lost Luggage,0.6927,American,GMFujarski,0,americanair work would much better lesson plan music class today
13396,negative,1.0,Customer Service Issue,1.0,American,ArturoVega67,0,americanair call system fucking joke
13397,neutral,0.6646,None,0.0,American,elisakathleen,0,americanair lax amp got phone wreservations every flight thatd get bos 11 tmrw apparently unavailable
13398,neutral,0.6496,None,0.0,American,pei_u_sun,0,americanair anticipating weatherrelate flightd cancelled flightations afternoon departure au today
13399,neutral,0.6928,None,0.0,American,jameswester,0,americanair worry dont blame weather
13400,negative,1.0,Customer Service Issue,0.6864,American,faisal_tayebjee,0,americanair moved u onto 655pm availability 150 330 answer phone young child help
13401,negative,1.0,Bad Flight,0.6619,American,PhilipStafford,0,americanair honeymooni paid extra business sitting next bride bumped status disgusted
13402,negative,1.0,Late Flight,0.3363,American,bugmeyer,0,americanair deplaned 3rd fucking time fuck aa
13403,negative,1.0,Customer Service Issue,1.0,American,AlexHumphries,0,americanair redeem travel voucher flight cant reach travel agent phone hold expires 24 hour
13404,negative,0.6578,Flight Booking Problems,0.6578,American,McKennon,0,americanair thanks result missing conference im attending option book earlieror notreceive refund
13405,negative,1.0,Flight Booking Problems,0.6761,American,urduckcommander,0,americanair almost 4 hour heard nothing yet reservation team supposed
13406,negative,1.0,Cancelled Flight,1.0,American,oksrocks,0,americanair cancelled flightled flight due weather others flying fine compensation resolution incompetent
13407,negative,1.0,Customer Service Issue,1.0,American,roblasvegas,0,americanair 8 hour phone yesterday really still doesnt pick status u air flight
13408,neutral,1.0,None,0.0,American,sindhurella67,0,americanair need back cleveland early possible tomorrow
13409,negative,1.0,Can't Tell,1.0,American,AlessandroDToro,0,americanair worst experience ever virginamerica way
13410,negative,1.0,Late Flight,1.0,American,MilesWittBoyer,0,americanair calling 1am tell flight rescheduled 12 hour late flightr supposed seems like bad solution
13411,negative,1.0,Lost Luggage,1.0,American,JigsawLounge,0,americanair fail see telling caller bag may take 18 hour get jfk brooklyn best
13412,positive,1.0,None,0.0,American,don_hefner,0,americanair thanks jacqueline clt cleaning amexserve usairways mess awesome service
13413,negative,1.0,Customer Service Issue,0.6569,American,MilesWittBoyer,0,americanair weather fact cant get ahold anyone help tweet back
13414,negative,1.0,Customer Service Issue,1.0,American,amandajames0610,0,americanair please message assistance cant get anyone
13415,neutral,0.6735,None,0.0,American,amandajames0610,0,americanair trying track back two attendee help
13416,negative,1.0,Customer Service Issue,0.6382,American,AlessandroDToro,0,americanair ive witnessed manager named denise yell 2 different customer issue rude
13417,negative,1.0,Customer Service Issue,1.0,American,LeLeValentine,0,americanair come one answered call email
13418,negative,1.0,Customer Service Issue,1.0,American,elisakathleen,0,americanair lax service rep hand 800 number call thats helpful
13419,negative,1.0,Customer Service Issue,1.0,American,waynebevan,0,americanair extend rtn flight bereavement 22nd could change fee dropped told noworse day life badcustomerservice
13420,negative,1.0,Customer Service Issue,1.0,American,RMauldin,0,americanair ive tried ten time last night morninghow many time try meeting make tonight atx
13421,neutral,0.6616,None,0.0,American,whyemes,0,americanair mean ktn reservation
13422,positive,1.0,None,0.0,American,elusivegoalie,0,americanair thanks responding
13423,negative,0.6592,Lost Luggage,0.3442,American,Robin_Downing,0,americanair thanks done dont understand whose bag couldnt fit arent notified airat landing technology
13424,negative,1.0,Customer Service Issue,1.0,American,JanssenMA,0,americanair still talked anyone guy prepared situation good service mad
13425,positive,0.6533,None,0.0,American,Beach_Girl7,0,americanair ok thank cant get hold someone get new flight
13426,negative,1.0,Customer Service Issue,1.0,American,AlessandroDToro,0,americanair horriblecustomerservice rudestaff incompetentmanagers
13427,neutral,1.0,None,0.0,American,elisakathleen,0,americanair sent dm
13428,negative,0.6594,Customer Service Issue,0.3373,American,dms0218,0,americanair eleonora7 good luck ive waiting week
13429,negative,1.0,Flight Attendant Complaints,0.6533,American,themaxologist,0,americanair tisk tisk rude flight attendant yet cant hang suit didnt buy first class delta learn
13430,negative,1.0,Customer Service Issue,0.7225,American,RLDelahunty,0,americanair would appreciated please dont send page long form amp limited character direct email
13431,negative,1.0,Cancelled Flight,0.6501,American,Mj_Effects,0,americanair biggest joke customerservice ive ever seen brand httptcoxhsuupheze
13432,negative,1.0,Cancelled Flight,0.6899,American,ArtieFitchie,0,americanair would awfully nice could send alert flight cancelled flighted text email love
13433,negative,0.6438,Cancelled Flight,0.3406,American,jameswester,0,americanair thanks took care issue ivr unclear took long get callback option would love see fixed
13434,positive,1.0,None,0.0,American,rac22582,0,americanair thank much help lot
13435,negative,1.0,Customer Service Issue,0.6955,American,larrylarry,0,americanair understand im even put hold say try late flightr goodbye
